member_group,group,start_date,evidence
Internet2.0,Horizon GR Pty Ltd,2023-05-05,https://lobbyists.ag.gov.au/register
IntoWork,BB Win Win Outcomes,2021-02-01,https://lobbyists.ag.gov.au/register
Intuit,DPG Advisory Solutions,2023-10-05,https://lobbyists.ag.gov.au/register
INVASIVE ANIMALS LTD,SEC Newgate Pty Limited,2024-03-06,https://lobbyists.ag.gov.au/register
Inventive Health,JPG Advisory,2024-05-30,https://lobbyists.ag.gov.au/register
Investor Group on Climate Change (IGCC),SEC Newgate Pty Limited,2022-10-04,https://lobbyists.ag.gov.au/register
InvoCare Australia,Alistair Nicholas Consulting Pty Ltd,2021-05-03,https://lobbyists.ag.gov.au/register
Ionize Pty Ltd,Making The World A Better Place Pty Ltd,2023-05-04,https://lobbyists.ag.gov.au/register
IP Group Australia,Primary Communication Partners Pty Limited,2023-10-05,https://lobbyists.ag.gov.au/register
Iplex Pipelines Australia Pty Limited,GRACosway Pty Ltd,2022-09-16,https://lobbyists.ag.gov.au/register
Ipsen,OGILVY HEALTH PTY LTD,2017-08-02,https://lobbyists.ag.gov.au/register
IPSEN PTY LTD,Precision Public Affairs Pty Ltd,2024-02-07,https://lobbyists.ag.gov.au/register
Iridium Satellite LLC,Trustee of Kerans Family Trust,2017-12-12,https://lobbyists.ag.gov.au/register
Ironlaw Pty Limited,Primary Communication Partners Pty Limited,2020-06-30,https://lobbyists.ag.gov.au/register
Isentia,Richardson Coutts Pty Ltd,2020-02-19,https://lobbyists.ag.gov.au/register
iSi GMBH,Hawker Britton Group Pty Ltd,2024-10-25,https://lobbyists.ag.gov.au/register
"Iskander, Sameh",SAS Consulting Group Pty Ltd,2024-05-15,https://lobbyists.ag.gov.au/register
Israel Aerospace Industries Limited,Intercorp Pty Ltd,2010-03-01,https://lobbyists.ag.gov.au/register
Israel Aerospace Industries Ltd,Horizon GR Pty Ltd,2023-02-03,https://lobbyists.ag.gov.au/register
Israel Weapon Industries (IWI),Intercorp Pty Ltd,2020-07-10,https://lobbyists.ag.gov.au/register
ISS Facility Services Pty Ltd,Perdition Road Pty Limited,2020-03-30,https://lobbyists.ag.gov.au/register
ITV,Milner Strategic Services,2022-08-04,https://lobbyists.ag.gov.au/register
Iveco Trucks Australia Ltd,John Fetter Group Pty Ltd,2022-02-01,https://lobbyists.ag.gov.au/register
iXblue Pte Ltd,Seismic Asia Pacific Pty Ltd,2022-02-08,https://lobbyists.ag.gov.au/register
J & F CORPORATION PTY. LTD.,Horizon GR Pty Ltd,2024-12-13,https://lobbyists.ag.gov.au/register
J.P. Morgan,TG Public Affairs Pty Ltd,2024-09-11,https://lobbyists.ag.gov.au/register
Jabalbina Yalanji Aboriginal Corporation NTBC,Upstream Consulting Pty Ltd,2024-06-28,https://lobbyists.ag.gov.au/register
James Fisher Australia Pty Ltd,The Trustee for Arthur Trust,2017-10-24,https://lobbyists.ag.gov.au/register
Jamestrong Packaging Australia Pty Ltd,Daymark Public Relations Pty Ltd,2021-02-03,https://lobbyists.ag.gov.au/register
Jandakot Airport Holdings Pty Ltd,Purple Communications Australia Pty Ltd,2023-11-15,https://lobbyists.ag.gov.au/register
Janssen,OGILVY HEALTH PTY LTD,2017-07-12,https://lobbyists.ag.gov.au/register
Janssen-Cilag,Provocate Pty Ltd,2023-09-20,https://lobbyists.ag.gov.au/register
JB Medical Supplies Pty Ltd,Wurley Group Pty Ltd,2023-07-24,https://lobbyists.ag.gov.au/register
JBS Australia Pty Ltd,Scott Mitchell and Partners Pty Ltd,2017-06-06,https://lobbyists.ag.gov.au/register
JDRF Australia,A.GR Advisors Pty Ltd,2023-09-14,https://lobbyists.ag.gov.au/register
JDRF AUSTRALIA,OGILVY HEALTH PTY LTD,2021-02-09,https://lobbyists.ag.gov.au/register
JELE CHEMISTS PTY LTD,BB Win Win Outcomes,2022-09-16,https://lobbyists.ag.gov.au/register
JELLINBAH GROUP PTY LTD,Northstar Public Affairs Pty Ltd,2024-03-04,https://lobbyists.ag.gov.au/register
JERA Australia Pty Ltd,Cahill and Bailey Pty Ltd,2023-01-20,https://lobbyists.ag.gov.au/register
JERA Australia Pty Ltd,A.GR Advisors Pty Ltd,2024-03-22,https://lobbyists.ag.gov.au/register
JERA Australia Pty Ltd,Lunik Pty Ltd,2024-07-30,https://lobbyists.ag.gov.au/register
Jera Australia Pty Ltd,Anacta Strategies Pty Ltd,2024-07-17,https://lobbyists.ag.gov.au/register
JEWISH ARTS QUARTER LTD,Colbourne Advisory Pty Ltd,2023-08-14,https://lobbyists.ag.gov.au/register
Jewish Cultural Centre and National Library Kadimah,Primary Communication Partners Pty Limited,2021-03-11,https://lobbyists.ag.gov.au/register
Jigsaw Group,Asys Consulting,2020-07-08,https://lobbyists.ag.gov.au/register
JobDNA.me Pty Ltd,SP Maher and SL Maher,2023-12-04,https://lobbyists.ag.gov.au/register
JobDNA.me Pty Ltd,GovTech Australia Pty Ltd,2024-01-09,https://lobbyists.ag.gov.au/register
JOHNS LYNG GROUP LIMITED,PRX Unit Trust,2016-06-16,https://lobbyists.ag.gov.au/register
Johnson & Johnson Medical,Provocate Pty Ltd,2023-09-20,https://lobbyists.ag.gov.au/register
Johnson and Johnson Medical,OGILVY HEALTH PTY LTD,2014-07-02,https://lobbyists.ag.gov.au/register
Jones Lang Lasalle Australia Pty Ltd,Premier State Consulting Pty Ltd,2023-11-29,https://lobbyists.ag.gov.au/register
Jones Lang Lasalle Australia Pty Ltd,PremierNational Pty Ltd,2023-11-29,https://lobbyists.ag.gov.au/register
J-Power Australia Pty Ltd,TG Public Affairs Pty Ltd,2024-09-03,https://lobbyists.ag.gov.au/register
Julalikari Council Aboriginal Corporation,Mark Coffey Consulting,2024-02-13,https://lobbyists.ag.gov.au/register
Junior Adventures Group Pty Ltd,GRACosway Pty Ltd,2018-07-26,https://lobbyists.ag.gov.au/register
Juniper Biologics Pty Ltd,Kirchmann Management Consultants Pty Ltd,2022-02-23,https://lobbyists.ag.gov.au/register
Just Excellence Investments Pty Ltd,CRAKYL Pty Ltd,2010-03-01,https://lobbyists.ag.gov.au/register
Justice Reform Initiative,The Shape Agency,2022-07-18,https://lobbyists.ag.gov.au/register
K plus S Salt Australia,Purple Communications Australia Pty Ltd,2016-06-20,https://lobbyists.ag.gov.au/register
Kalari HSE,PRX Unit Trust,2023-06-01,https://lobbyists.ag.gov.au/register
Kalbar Operations,RedBridge Group Pty Ltd,2022-06-06,https://lobbyists.ag.gov.au/register
Kandui Technologies Pty Ltd,Wilkinson Butler Pty Ltd,2024-02-08,https://lobbyists.ag.gov.au/register
Kardinya Park Shopping Centre,Coode Holdings Pty Ltd,2018-06-20,https://lobbyists.ag.gov.au/register
Kathryn Stanford Consulting,Wilkinson Butler Pty Ltd,2023-11-09,https://lobbyists.ag.gov.au/register
Kawasaki Heavy Industries Ltd,GRACosway Pty Ltd,2024-01-31,https://lobbyists.ag.gov.au/register
Kellogg Brown & Root Pty Ltd,The Trustee for Arthur Trust,2016-04-27,https://lobbyists.ag.gov.au/register
Kellogg Brown & Root Pty Ltd,CMAX Communications Pty Ltd,2023-12-15,https://lobbyists.ag.gov.au/register
Kentucky Fried Chicken Pty Ltd,GRACosway Pty Ltd,2021-04-28,https://lobbyists.ag.gov.au/register
Kilara Energy,Principle Advisory Pty Ltd,2024-05-20,https://lobbyists.ag.gov.au/register
KimberlyClark Australia,Meso Consulting Pty Ltd,2018-06-05,https://lobbyists.ag.gov.au/register
Kimberly-Clark Australia Pty Ltd,GRACosway Pty Ltd,2020-07-14,https://lobbyists.ag.gov.au/register
KimberlyClark Corporation,Meso Consulting Pty Ltd,2018-06-05,https://lobbyists.ag.gov.au/register
KimberlyClark Professional Asia Pacific,Meso Consulting Pty Ltd,2018-06-05,https://lobbyists.ag.gov.au/register
Kinetic Transportation,PR4PR Pty Ltd,2022-06-06,https://lobbyists.ag.gov.au/register
Kingspan Insulation Australasia,Jill Johnson Media Pty Ltd,2023-07-27,https://lobbyists.ag.gov.au/register
Kingspan Pty Ltd,Woodhill Communication Pty Ltd,2023-07-13,https://lobbyists.ag.gov.au/register
KKR,The Trustee for Bespoke Business Trust,2010-03-01,https://lobbyists.ag.gov.au/register
"Klein Marine Systems, Inc",Seismic Asia Pacific Pty Ltd,2016-06-30,https://lobbyists.ag.gov.au/register
Kmart Australia Limited,Banksia Strategic Partners Pty Ltd,2024-02-28,https://lobbyists.ag.gov.au/register
KMART AUSTRALIA LIMITED,PRX Unit Trust,2013-07-11,https://lobbyists.ag.gov.au/register
"KnectIQ, Inc.",PYNE AND PARTNERS PTY LTD,2024-08-28,https://lobbyists.ag.gov.au/register
Knudsen Engineering Limited,Seismic Asia Pacific Pty Ltd,2015-02-24,https://lobbyists.ag.gov.au/register
Kongsberg Defence & Aerospace (Norway),LOPAC Consulting Pty Limited,2022-07-14,https://lobbyists.ag.gov.au/register
Koomarri,Primary Communication Partners Pty Limited,2024-09-25,https://lobbyists.ag.gov.au/register
"Korea Southern Power Co., Ltd.",Purple Communications Australia Pty Ltd,2024-05-03,https://lobbyists.ag.gov.au/register
KRAIT CORPORATION PTY LIMITED,Operational Legal Australia Pty Ltd,2020-11-10,https://lobbyists.ag.gov.au/register
Kumul Petroleum Holdings Limited,Wilkinson Butler Pty Ltd,2019-01-17,https://lobbyists.ag.gov.au/register
Kwinana WTE Project Co Pty Ltd,Clarity Corporate Communications Pty Ltd,2024-07-16,https://lobbyists.ag.gov.au/register
Kyndryl,FA McLachlan Consulting,2022-08-30,https://lobbyists.ag.gov.au/register
KYOWA KIRIN AUSTRALIA PTY LTD,Precision Public Affairs Pty Ltd,2020-11-05,https://lobbyists.ag.gov.au/register
L’Oréal Australia Pty Ltd,PYNE AND PARTNERS PTY LTD,2022-09-02,https://lobbyists.ag.gov.au/register
L3 Harris Technologies Inc,Jenkins Engineering defence Systems Pty Ltd,2022-07-01,https://lobbyists.ag.gov.au/register
L3Harris Technologies Australia Group Pty Ltd,PYNE AND PARTNERS PTY LTD,2024-05-24,https://lobbyists.ag.gov.au/register
L3HARRIS TECHNOLOGIES AUSTRALIA GROUP PTY LTD,Precision Public Affairs Pty Ltd,2023-11-13,https://lobbyists.ag.gov.au/register
La Trobe University,TG Public Affairs Pty Ltd,2023-06-08,https://lobbyists.ag.gov.au/register
Laos Animal Farm Corporation,GovTech Australia Pty Ltd,2024-01-09,https://lobbyists.ag.gov.au/register
Large Format Retail Association Limited,Primary Communication Partners Pty Limited,2018-02-13,https://lobbyists.ag.gov.au/register
Laronix Pty ltd,Royce Communications Pty Ltd,2024-01-31,https://lobbyists.ag.gov.au/register
Larvotto Resources Limited,GRACosway Pty Ltd,2024-03-20,https://lobbyists.ag.gov.au/register
Lateral Aspect,Counsel House Pty Ltd,2024-10-21,https://lobbyists.ag.gov.au/register
LAVA BLUE LTD,Convaim Pty Ltd,2023-05-24,https://lobbyists.ag.gov.au/register
Law In Order,Richardson Coutts Pty Ltd,2012-10-09,https://lobbyists.ag.gov.au/register
Le Cordon Bleu Australia,TG Public Affairs Pty Ltd,2024-11-05,https://lobbyists.ag.gov.au/register
LECA,CPI Strategic Pty Ltd,2022-10-04,https://lobbyists.ag.gov.au/register
LEGO Singapore,Richardson Coutts Pty Ltd,2024-11-08,https://lobbyists.ag.gov.au/register
Leidos Australia Pty Ltd,TG Public Affairs Pty Ltd,2024-04-30,https://lobbyists.ag.gov.au/register
Lendlease Pty Ltd,TG Public Affairs Pty Ltd,2019-09-25,https://lobbyists.ag.gov.au/register
Levin Health Ltd,Asys Consulting,2021-07-01,https://lobbyists.ag.gov.au/register
LGBTIQPLUS HEALTH AUSTRALIA,Jo Scard Pty Ltd,2023-09-11,https://lobbyists.ag.gov.au/register
Liberty Bell Bay,Paramul Pty Ltd,2023-02-07,https://lobbyists.ag.gov.au/register
Liberty Holdings Australia Ltd,Michael Johnson Associates Pty Limited,2020-01-14,https://lobbyists.ag.gov.au/register
Libra Energy Pty Ltd,Crisis&Comms Co Pty Ltd,2024-12-06,https://lobbyists.ag.gov.au/register
Life Without Barriers,Lady & Professor Pty Ltd,2023-07-03,https://lobbyists.ag.gov.au/register
Lighting Council Australia Limited,SAS Consulting Group Pty Ltd,2024-11-19,https://lobbyists.ag.gov.au/register
Line Hydrogen,Paramul Pty Ltd,2022-05-19,https://lobbyists.ag.gov.au/register
Linfox,Milner Strategic Services,2022-08-04,https://lobbyists.ag.gov.au/register
Linkedin Australia Pty Limited,Precision Public Affairs Pty Ltd,2023-07-27,https://lobbyists.ag.gov.au/register
Lion,Principle Advisory Pty Ltd,2023-04-12,https://lobbyists.ag.gov.au/register
Lion,Res Publica Pty Ltd,2013-01-24,https://lobbyists.ag.gov.au/register
Lion - Beer Spirits and Wine Pty Ltd,Anacta Strategies Pty Ltd,2022-06-15,https://lobbyists.ag.gov.au/register
Lionel Samson Group Pty Ltd,The Trustee for THE D & W CHRISTISON FAMILY TRUST,2020-03-27,https://lobbyists.ag.gov.au/register
Lions Eye Institute Limited,GRA Partners Pty Ltd,2020-09-17,https://lobbyists.ag.gov.au/register
Lions Hearing Dogs Inc,ALPHA Consult Pty Ltd,2022-11-04,https://lobbyists.ag.gov.au/register
Liontown Resources Limited,GRA Partners Pty Ltd,2023-11-01,https://lobbyists.ag.gov.au/register
LiS Energy Limited,National Advisory Pty Ltd,2023-07-25,https://lobbyists.ag.gov.au/register
Lite n' Easy Pty Ltd (ABN 33 010 655 820),H/Advisors APA Pty Ltd,2023-12-07,https://lobbyists.ag.gov.au/register
Litecard Pty Ltd,Paramul Pty Ltd,2023-02-07,https://lobbyists.ag.gov.au/register
Livingbridge,GRACosway Pty Ltd,2024-05-16,https://lobbyists.ag.gov.au/register
LIVIUM LTD,CPR Communications & Public Relations Pty Ltd,2023-11-15,https://lobbyists.ag.gov.au/register
LMS Energy,DPG Advisory Solutions,2022-09-23,https://lobbyists.ag.gov.au/register
Local: Residential Pty Ltd,The Civic Partnership Pty Ltd,2023-04-17,https://lobbyists.ag.gov.au/register
Lochard Energy,TG Public Affairs Pty Ltd,2021-11-09,https://lobbyists.ag.gov.au/register
Lochard Energy (Iona Operations) Trust,"Israelsohn, Ian Mark",2024-06-18,https://lobbyists.ag.gov.au/register
Lockelec Rolling Stock,Axiom Public Policy,2024-04-22,https://lobbyists.ag.gov.au/register
Lockheed Martin Australia,GCB STRATOS CONSULTING PTY LTD,2020-07-17,https://lobbyists.ag.gov.au/register
Lockheed Martin Australia Pty Ltd,The Civic Partnership Pty Ltd,2022-07-25,https://lobbyists.ag.gov.au/register
Lockheed Martin Australia Pty Ltd,Sodali & Co Pty Ltd,2023-07-19,https://lobbyists.ag.gov.au/register
Logos Australia Group Pty Ltd,GRACosway Pty Ltd,2021-06-24,https://lobbyists.ag.gov.au/register
Longreach Maris,CGM Communications Pty Ltd,2024-07-12,https://lobbyists.ag.gov.au/register
L'Oreal Australia Pty Ltd,Kirchmann Management Consultants Pty Ltd,2022-02-01,https://lobbyists.ag.gov.au/register
Lorq Building Pty Ltd,BB Win Win Outcomes,2024-07-08,https://lobbyists.ag.gov.au/register
Lot 105 Pty Ltd - The Trustee for Urban Capital Unit Trust #4,Coode Holdings Pty Ltd,2023-02-07,https://lobbyists.ag.gov.au/register
Lot 151 Pty Ltd,Coode Holdings Pty Ltd,2021-05-03,https://lobbyists.ag.gov.au/register
Lot 152 Pty Ltd,Coode Holdings Pty Ltd,2019-06-11,https://lobbyists.ag.gov.au/register
Low Emission Technology Australia,TG Public Affairs Pty Ltd,2023-02-09,https://lobbyists.ag.gov.au/register
Lumi Health,Jannette Cotterell,2024-02-13,https://lobbyists.ag.gov.au/register
LUMILA FILMS PTY LTD,Walter William Secord,2024-05-24,https://lobbyists.ag.gov.au/register
Lundbeck Australia,MD Media Pty Limited,2021-11-08,https://lobbyists.ag.gov.au/register
Lung Foundation Australia,OGILVY HEALTH PTY LTD,2018-10-04,https://lobbyists.ag.gov.au/register
LUYTEN 3D PTY LTD,PYNE AND PARTNERS PTY LTD,2023-03-07,https://lobbyists.ag.gov.au/register
Lymphoma Australia Limited,OGILVY HEALTH PTY LTD,2023-02-09,https://lobbyists.ag.gov.au/register
M Resources Trading Pty Ltd,Crisis&Comms Co Pty Ltd,2021-10-18,https://lobbyists.ag.gov.au/register
MA Financial Group Limited,SEC Newgate Pty Limited,2023-10-04,https://lobbyists.ag.gov.au/register
Macdoch Group,The Fifth Estate Consultancy Pty Ltd,2020-02-10,https://lobbyists.ag.gov.au/register
Macquarie Group Limited,Principle Advisory Pty Ltd,2022-12-16,https://lobbyists.ag.gov.au/register
Macular Disease Foundation Australia,OGILVY HEALTH PTY LTD,2020-04-20,https://lobbyists.ag.gov.au/register
Madalah Ltd,CGM Communications Pty Ltd,2023-02-02,https://lobbyists.ag.gov.au/register
MAG Aerospace Australia Pty,"Maddison, Paul Andrew",2024-08-26,https://lobbyists.ag.gov.au/register
Magnetite Mines Limited,Mission Consulting Solutions,2024-01-30,https://lobbyists.ag.gov.au/register
Magnetite Network,Megan Anwyl,2010-03-01,https://lobbyists.ag.gov.au/register
Mahboba's Promise Incorporated,Northstar Public Affairs Pty Ltd,2022-03-15,https://lobbyists.ag.gov.au/register
Maia Technology,The Fifth Estate Consultancy Pty Ltd,2019-11-27,https://lobbyists.ag.gov.au/register
Malabar Resources,SEC Newgate Pty Limited,2020-04-02,https://lobbyists.ag.gov.au/register
Mallee Family Care,Salus Advisory Pty Ltd,2023-11-08,https://lobbyists.ag.gov.au/register
Manthos Investments Pty Ltd,PR4PR Pty Ltd,2022-08-16,https://lobbyists.ag.gov.au/register
Manufacturing Australia,TG Public Affairs Pty Ltd,2019-02-14,https://lobbyists.ag.gov.au/register
Marand Precision Engineering Pty Ltd,TG Public Affairs Pty Ltd,2020-01-29,https://lobbyists.ag.gov.au/register
Marand Precision Engineering Pty Ltd,PRX Unit Trust,2020-09-08,https://lobbyists.ag.gov.au/register
MARITIME INDUSTRY AUSTRALIA LTD,SEC Newgate Pty Limited,2024-10-17,https://lobbyists.ag.gov.au/register
Maritime Robotics,Seismic Asia Pacific Pty Ltd,2022-02-08,https://lobbyists.ag.gov.au/register
Mars Australia Pty Ltd,GRACosway Pty Ltd,2020-03-13,https://lobbyists.ag.gov.au/register
Mars Petcare,FPL Advisory Pty Ltd,2019-11-20,https://lobbyists.ag.gov.au/register
Mars Wrigley,FPL Advisory Pty Ltd,2019-11-20,https://lobbyists.ag.gov.au/register
Martinus Rail Pty Ltd,Northstar Public Affairs Pty Ltd,2022-03-15,https://lobbyists.ag.gov.au/register
Mary Spiteri,BusinessAide Pty Ltd,2022-07-12,https://lobbyists.ag.gov.au/register
Master Electricians Australia,SAS Consulting Group Pty Ltd,2011-03-31,https://lobbyists.ag.gov.au/register
Master Grocers Australia Limited,Sapphire Executive Business Services,2024-12-17,https://lobbyists.ag.gov.au/register
Match Group LLC,National Advisory Pty Ltd,2020-09-01,https://lobbyists.ag.gov.au/register
MATES IN CONSTRUCTION (AUST) LIMITED,SAS Consulting Group Pty Ltd,2015-05-08,https://lobbyists.ag.gov.au/register
Matrix Composites & Engineering Ltd,PYNE AND PARTNERS PTY LTD,2023-12-08,https://lobbyists.ag.gov.au/register
Max Solutions,Cornerstone Group Australia Pty Ltd,2021-10-06,https://lobbyists.ag.gov.au/register
MaxSil Pty Ltd,Greenbox Advisory Pty Ltd,2024-07-01,https://lobbyists.ag.gov.au/register
Maxsum Solutions Pty Ltd,PRX Unit Trust,2023-06-01,https://lobbyists.ag.gov.au/register
MAXXIA PTY LTD,PRX Unit Trust,2018-02-22,https://lobbyists.ag.gov.au/register
Mayur Resources,Milner Strategic Services,2022-11-13,https://lobbyists.ag.gov.au/register
Mazzei Group Pty Ltd,Horizon GR Pty Ltd,2024-08-30,https://lobbyists.ag.gov.au/register
MBDA,Lunik Pty Ltd,2017-08-03,https://lobbyists.ag.gov.au/register
McCain Foods Australia,GRACosway Pty Ltd,2020-04-06,https://lobbyists.ag.gov.au/register
McCain Foods Australia New Zealand,Porter Novelli Australia Pty Ltd,2016-02-01,https://lobbyists.ag.gov.au/register
McDonald's Australia Limited,GRACosway Pty Ltd,2023-11-02,https://lobbyists.ag.gov.au/register
McGrathNicol,Sefiani Communications Group Pty Ltd,2019-10-18,https://lobbyists.ag.gov.au/register
McLean Care Ltd (ABN 88 124 860 019),H/Advisors APA Pty Ltd,2023-12-21,https://lobbyists.ag.gov.au/register
MDF Global,SAS Consulting Group Pty Ltd,2024-10-17,https://lobbyists.ag.gov.au/register
Meadow Creek Solar Farm Pty Ltd,The Civic Partnership Pty Ltd,2024-10-25,https://lobbyists.ag.gov.au/register
Medcast,Jannette Cotterell,2024-07-11,https://lobbyists.ag.gov.au/register
Media Federation of Australia,The Trustee for Arthur Trust,2023-11-22,https://lobbyists.ag.gov.au/register
Medibank Private Limited,TG Public Affairs Pty Ltd,2024-08-20,https://lobbyists.ag.gov.au/register
Medical Deans Australia and New Zealand Inc (ABN 34 127 863 159),H/Advisors APA Pty Ltd,2023-12-22,https://lobbyists.ag.gov.au/register
Medical Oncology Group of Australia,Jannette Cotterell,2013-01-17,https://lobbyists.ag.gov.au/register
Medical One Services Pty Ltd,H/Advisors APA Pty Ltd,2023-08-23,https://lobbyists.ag.gov.au/register
Medical Technology Association of Australia,Provocate Pty Ltd,2023-09-20,https://lobbyists.ag.gov.au/register
Medison Pharma Australia PTY Limited,Nexus APAC Pty Ltd,2023-02-03,https://lobbyists.ag.gov.au/register
Medlab Pathology Pty Ltd,Cornerstone Group Australia Pty Ltd,2020-09-16,https://lobbyists.ag.gov.au/register
Medtronic Australasia,A.GR Advisors Pty Ltd,2024-03-08,https://lobbyists.ag.gov.au/register
Meet The Chiefs,Making The World A Better Place Pty Ltd,2023-03-02,https://lobbyists.ag.gov.au/register
MEGT (AUSTRALIA) LTD,Counsel House Pty Ltd,2023-10-25,https://lobbyists.ag.gov.au/register
MELANOMA AND SKIN CANCER ADVOCACY NETWORK LTD,OGILVY HEALTH PTY LTD,2024-02-14,https://lobbyists.ag.gov.au/register
Melanoma and Skin Cancer Trials Limited,PRX Unit Trust,2020-06-05,https://lobbyists.ag.gov.au/register
Melanoma Institute Australia,DPG Advisory Solutions,2024-02-29,https://lobbyists.ag.gov.au/register
Melanoma Institute of Australia,Premier Strategy Pty Ltd,2020-06-11,https://lobbyists.ag.gov.au/register
Melanoma Patients Australia,Nexus APAC Pty Ltd,2021-06-09,https://lobbyists.ag.gov.au/register
Melbourne City Mission,Social Change Projects Pty Ltd,2024-10-08,https://lobbyists.ag.gov.au/register
Melbourne Knights Football Club Inc.,Partisan Strategic,2021-12-22,https://lobbyists.ag.gov.au/register
Menulog Group Ltd,Cornerstone Group Australia Pty Ltd,2020-02-03,https://lobbyists.ag.gov.au/register
Merck Healthcare Pty Ltd,TJ Health Comms,2023-07-06,https://lobbyists.ag.gov.au/register
Merck Serono Australia Pty Ltd,Richardson Coutts Pty Ltd,2010-03-01,https://lobbyists.ag.gov.au/register
Merck Sharp & Dohme (Australia) Pty Limited,Jannette Cotterell,2014-01-16,https://lobbyists.ag.gov.au/register
Merri Community Health Services Limited,Axiom Public Policy,2024-04-22,https://lobbyists.ag.gov.au/register
Meta,Principle Advisory Pty Ltd,2022-07-22,https://lobbyists.ag.gov.au/register
Metagenics (Aust) Pty Ltd (ABN 73 010 636 165),H/Advisors APA Pty Ltd,2024-04-23,https://lobbyists.ag.gov.au/register
Metallicum Minerals Corporation,Capetal Advisory Pty Ltd,2024-08-05,https://lobbyists.ag.gov.au/register
Metallicum Minerals Corporation Pty Ltd,Counsel House Pty Ltd,2024-10-02,https://lobbyists.ag.gov.au/register
Metrea Australia Pty Ltd,Counsel House Pty Ltd,2024-10-17,https://lobbyists.ag.gov.au/register
MGA Whittles,Trustee for the Colt Consulting Trust,2022-12-09,https://lobbyists.ag.gov.au/register
Micah Projects,Jo Scard Pty Ltd,2023-02-03,https://lobbyists.ag.gov.au/register
Michelin,Hawker Britton Group Pty Ltd,2021-07-13,https://lobbyists.ag.gov.au/register
Midfield Meat International Pty Ltd,PRX Unit Trust,2022-02-08,https://lobbyists.ag.gov.au/register
MILES MORGAN AUSTRALIA PTY LTD,FTI Consulting (Australia) Pty Ltd,2024-06-03,https://lobbyists.ag.gov.au/register
Mind Medicine Australia Limited,Hawker Britton Group Pty Ltd,2024-10-22,https://lobbyists.ag.gov.au/register
"MIND Technology, Inc.",Seismic Asia Pacific Pty Ltd,2022-02-08,https://lobbyists.ag.gov.au/register
Minderoo Foundation,Jannette Cotterell,2018-03-02,https://lobbyists.ag.gov.au/register
Minderoo Foundation,SEC Newgate Pty Limited,2020-07-16,https://lobbyists.ag.gov.au/register
Minderoo Foundation / Walk Free,Advisory Street,2021-10-12,https://lobbyists.ag.gov.au/register
MINDEROO FOUNDATION LIMITED,Essential Media Communications,2024-02-01,https://lobbyists.ag.gov.au/register
Minderoo Group PTY Lltd,Jannette Cotterell,2018-03-02,https://lobbyists.ag.gov.au/register
Minerals Council of Australia,Headline Advisory Pty Ltd,2023-02-03,https://lobbyists.ag.gov.au/register
Minerva Network,SEC Newgate Pty Limited,2024-06-07,https://lobbyists.ag.gov.au/register
Minesco Pty Ltd,BusinessAide Pty Ltd,2021-12-23,https://lobbyists.ag.gov.au/register
MIRACLE BABIES FOUNDATION LTD,Jo Scard Pty Ltd,2024-01-25,https://lobbyists.ag.gov.au/register
Missing Persons Advocacy Network,"HUGH-JONES, CHARLES RUPERT",2024-07-17,https://lobbyists.ag.gov.au/register
MissingSchool,Bourke Street Advisory,2024-02-07,https://lobbyists.ag.gov.au/register
Mission Australia,Social Change Projects Pty Ltd,2024-10-08,https://lobbyists.ag.gov.au/register
MISSION AUSTRALIA,Hawker Britton Group Pty Ltd,2024-11-04,https://lobbyists.ag.gov.au/register
Mitsubishi Heavy Industries Ltd,Indo Pacific Advisory Pty Ltd,2024-09-23,https://lobbyists.ag.gov.au/register
MITSUBISHI MOTORS AUSTRALIA LIMITED,Edelman Australia Pty Ltd,2023-08-29,https://lobbyists.ag.gov.au/register
Mitsui E&P Australia Pty Ltd,GRA Partners Pty Ltd,2018-09-20,https://lobbyists.ag.gov.au/register
Moderna Australia PTY LTD,CMAX Communications Pty Ltd,2023-02-28,https://lobbyists.ag.gov.au/register
Molico Pty Ltd,Molico Pty Ltd,2023-08-25,https://lobbyists.ag.gov.au/register
Momentum Intelligence Pty Ltd,Precision Public Affairs Pty Ltd,2022-02-17,https://lobbyists.ag.gov.au/register
Monash Mens Shed,Gregory Robert Male,2013-09-17,https://lobbyists.ag.gov.au/register
Monash Partners,Jannette Cotterell,2020-01-02,https://lobbyists.ag.gov.au/register
Monash University,The Civic Partnership Pty Ltd,2024-10-31,https://lobbyists.ag.gov.au/register
Mondelez Australia Pty Ltd,SEC Newgate Pty Limited,2015-01-29,https://lobbyists.ag.gov.au/register
Montarosa Pty Ltd,The Civic Partnership Pty Ltd,2022-05-10,https://lobbyists.ag.gov.au/register
MOODY'S ANALYTICS AUSTRALIA PTY LTD,The Trustee for CHIKAROVSKI FAMILY TRUST,2023-02-07,https://lobbyists.ag.gov.au/register
Moore Australia Pty Ltd,PRX Unit Trust,2016-06-16,https://lobbyists.ag.gov.au/register
Moore Park Golf Club Ltd,GRACosway Pty Ltd,2024-04-12,https://lobbyists.ag.gov.au/register
Morgana & Sons Pty Ltd,BusinessAide Pty Ltd,2024-02-13,https://lobbyists.ag.gov.au/register
Moriarty Foundation Limited,H/Advisors APA Pty Ltd,2020-01-09,https://lobbyists.ag.gov.au/register
Mortgage and Finance Association of Australia,GRACosway Pty Ltd,2016-04-12,https://lobbyists.ag.gov.au/register
Motor Trades Association of Australia,Jannette Cotterell,2024-04-09,https://lobbyists.ag.gov.au/register
